lat	lon	title	description	icon	iconSize	iconOffset
19.538889	-97.596111	Allende (Colonia Ignacio Allende)	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
30.784	-111.1213333	Rancho Viejo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
21.8644206	-101.5944716	Ojuelos de Jalisco	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.8525136	-102.9791866	Ejido Santa Elena	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.1216667	-110.6368333	La Puerta Colorada	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.5238333	-109.9708333	Roberto Encinas (Tozalcahui)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.936944	-97.902778	San Pablo Actipan	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.416709	-88.0485342	Uh May	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.127778	-97.454167	Buena Vista	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.9675	-98.517222	Singuilucan	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.808	-108.8068333	El Llano Colorado	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.0678032	-93.1696948	Cunduacán	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.5995976	-103.3449778	El Naranjo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
32.4245	-114.875	Modesto Garcia	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.2913333	-109.169	Adan Zorilla	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.5388333	-112.3226667	El Patricio	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.2525	-110.8683333	Rancho el Repecho (Javier Lopez Molina)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.7995097	-105.3643663	San José del Pachón	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
25.0923261	-103.7943676	Veinte Amigos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.8659503	-87.9655313	X-Tut	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.9401667	-108.8371667	La Presa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.618	-110.5545	La Huerta	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
22.4900348	-101.993293	Estancia de Animas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
21.0446561	-89.7532022	Yaxché de Peón	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
32.4081667	-114.8386667	La Grullita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.7356667	-112.4091667	La Piedra	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.840278	-97.604167	Buenos Aires (San Isidro)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.949167	-97.933611	Tlatempa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
22.2099836	-98.3780098	Ébano	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.1893333	-109.552	Buenos Aires	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
16.8906631	-92.9239091	Soyaló	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.231389	-97.801389	San Pedro Tlaolantongo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.8041667	-111.8225	La Aurora	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9515	-112.0746667	San Miguel 4	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.9675	-112.0345	Campo Agricola jocala	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
21.1473705	-89.2239784	Santa Teresa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.8331751	-93.3932596	Huimanguillo	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.9891667	-109.8176667	Los Cuates	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.9296313	-100.5565045	El Limón	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.222	-110.5868333	La Medina	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.956	-109.6418333	Canada del Tigre	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.4746896	-106.3871216	Ejido de Vergel	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.7191667	-111.838	San Juan	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.5573333	-109.9541667	El Musaro	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9755	-111.056	La Caperuza	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.5223333	-108.9341667	El Potrero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.9668928	-100.4725621	El Jagüey	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6715	-108.7508333	El Rio	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.3868333	-109.3013333	Rancho Viejo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0598015	-101.5466831	San Buenaventura	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
20.7687289	-88.0032596	Uspibil	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.006389	-99.2825	San Francisco	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
15.9328203	-93.8071242	Puerto Arista	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4578333	-111.3225	Los Federales	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
16.046389	-96.070833	La Merced del Potrero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.3075	-110.7056667	La Pena I	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9075	-109.0248333	Tecorida	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
15.4575153	-92.2803043	El Porvenir	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.7256667	-109.324	La Salvia	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.285	-112.2683333	El Sonic	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8858333	-109.8761667	Tarays	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
15.0361472	-92.2080044	Salvador Urbina	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.123	-109.9928333	La Junta	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.7068333	-108.8355	El Campo del Gato	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.8930024	-101.4314274	Tendeparacua	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.4375	-110.1753333	Maria Luisa Ochoa Borquez	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.238272	-104.7141098	La Joya	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
19.1627895	-100.1307409	Avandaro	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.1075	-97.623333	Huehuetla	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.7586667	-109.1408333	Charari	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
28.9548333	-109.7061667	El Zacaton	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
28.4425	-109.1063333	Arroyo del Moro	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.6503333	-109.1418333	Las Perdices	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.9753333	-108.7886667	Las Coronillas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.5869335	-111.0259437	La Pintada	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6566667	-111.5028333	San Alberto 3	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0858333	-109.5203333	Torovene	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.584	-108.9016667	La Cieneguita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.443866	-104.1221493	Guadalupe Victoria	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.0026667	-111.6563333	Jesus Garcia	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.458	-109.4381667	El Ranchito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.57	-109.1256667	El Penasco Blanco	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.974	-110.4833333	El Ranchito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.9415	-110.472	Brea	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.769167	-96.173333	Piedras Negras	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.9723333	-109.4563333	El Tigre	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.0889017	-88.8519696	Progresito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.5591667	-109.0593333	El Norteno	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4031667	-110.7353333	El Nogalito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.589	-111.0733333	Angelita Ortiz (Pantanito)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6906667	-109.2861667	Rancho Gabriel	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.720278	-96.662222	Mata Tenatito (Casco Hacienda)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.3926181	-108.4719163	Reparito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.6585	-108.7883333	La Palma	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.206667	-98.613333	San José Ocotillos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.6036667	-108.7861667	Guayparin (Guayparime)	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
20.3458693	-88.483716	X-Cocmil	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.1175	-96.238056	San Francisco Salsipuedes	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.3055	-109.6848333	Nacozari Viejo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.3591579	-103.932905	San Jacinto	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.6844155	-98.872448	San Juan Teotihuacán	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9371667	-109.4081667	El Moreno	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.6338443	-100.2035501	San José Navajas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.401	-108.9265	La Hortaliza	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.5047683	-105.6432018	Orestes Pereyra	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.3251667	-109.9341667	Rosendo Portillo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.9412003	-100.2441666	Rincón de Vargas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.5381667	-111.5088333	La Corregidora	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.6685	-108.8741667	Chinatopa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.4851667	-109.24	Los Pavos de Abajo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4165298	-107.9140989	Nuevo Casas Grandes	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.8375	-109.6576667	El Chino	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.8348333	-109.7418333	Morelos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.6408333	-109.5915	El Ranchito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.7886667	-108.9405	Los Norotes	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.3038333	-110.9415	Santa Barbara	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.1528333	-108.6758333	El Cabrito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.5876667	-109.6011667	Vivajimari	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.7896667	-110.802	La Casa de Piedra	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.5371667	-109.168	El Carrizal	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.1206667	-110.6556667	El Sahuarito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.5573333	-109.8203333	Moscobampo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.9569991	-105.0269342	campo de Flores	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.84	-100.4972222	La Monja	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.5954048	-101.9689181	Arantepacua	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
19.872877	-89.480958	Chan Dzitnup	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.3982998	-93.2132974	Paraiso	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.4735	-108.8075	La Angostura	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
32.109	-113.7765	Cinco de Mayo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.3745	-110.7878333	Agua del Cerro	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.170556	-96.810278	Guadalupe Etla	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
18.834167	-96.397222	Cotaxtla	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.2515	-110.1563333	La Tina	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.5925	-109.3241667	Campo de Aurelio	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6241667	-111.5696667	Puerto Rico	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.176667	-97.972222	Xaltepuxtla	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
28.3921667	-108.5886667	El Chuchupate	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.2868333	-110.8411667	Campo la Valiana	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
16.360278	-95.018611	Santa María Xadani	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.8335	-109.624	El Cajon de Otero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.4123206	-105.8377537	San Miguel de Cruces	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
28.02	-110.8581667	Santa Lidia	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.231667	-95.949444	Tlacojalpan	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.919444	-96.006944	Bethania	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.6843333	-111.4176667	Rancho el Maguey	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.9356581	-98.8992693	Atlatlahucan	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.7218333	-109.5011667	Rancho Viejo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.8424562	-104.4851666	Atotonilco	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.0053333	-109.2855	El Rusbayo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.1923333	-110.602	El Paredon Dos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.4853333	-109.3685	La Piedra Rajada	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6198333	-108.809	Aserradero los Rincones	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8735	-110.1536667	Las Tinajas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.789	-111.052	El Pocito (Los Chinos de Abajo)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.1535	-108.8083333	La Laguna	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
22.7741192	-101.0207445	Estación Moctezuma	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.8863333	-109.9531667	El Chileno	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.952	-110.6386667	Las Granadas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.0411667	-108.638	Cuba	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.7036084	-88.1126161	Tikuch	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.7046667	-109.5186667	El Encino (Milpa los Garcia)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.1685	-108.889	Agua Fria	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.0085	-110.9361667	Basurero Municipal	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.7431393	-100.4851717	San Isidro El Viejo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9365	-109.069	El Penasco Amarillo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
25.7932962	-99.1811424	General Bravo	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
19.9052212	-101.2629297	Santa Rita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.8696667	-108.871	El Salitral	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.033056	-97.828056	Tlayehualancingo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9166667	-110.1916667	San Enrique	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.912778	-97.705278	Agua Nacida	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4565	-110.9371667	El Chupadero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.5016667	-111.8001667	La Verbena	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.6878333	-109.0528333	El Maquipo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.854	-110.6003333	Los Guajes	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.7016667	-112.4068333	Palo Verde Dos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6255	-110.6408333	El Sarpullido	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.3861182	-105.4904963	Doce de Mayo	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
30.736	-110.701	El Alisito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.9398333	-109.4218333	Restaurant Santa Ana	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.0755	-110.3376667	El Tulito (Tuli)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.591	-109.2228333	El Pedregoso	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4878333	-110.8763333	El Sahuarito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.0253333	-110.4363333	San Antonio	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.5361667	-110.6358333	Seis de Enero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8071667	-110.8333333	Santa Martha (Real del Carmen)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.519	-109.0516667	El Sauz	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.0095	-110.8861667	Ganadera Lomas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.886	-109.4198333	Federico Yepiz	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.8508333	-109.6896667	Baburo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.9048333	-109.0581667	El Mimbrito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.780278	-95.541111	Abasolo del Valle	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.467	-111.1848333	La Galera Colorada	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
18.664167	-96.497222	Huixcolotla	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.936111	-97.378889	La Victoria (La Peñita)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.8586667	-110.5918333	Garambullo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.9893333	-108.8065	Sabinito Sur	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.053611	-96.971111	La Libertad	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4346667	-111.2896667	Higuera	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.7088333	-109.0871667	Las Agujas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.462778	-97.030556	Cuaxuxpa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.3067457	-97.8299632	San Juan Mixtepec -Dto. 08-	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
31.201	-110.855	El Saucito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8868333	-108.8043333	Rancho Matias	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.7743333	-108.6908333	Las Guacamayas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.2356667	-109.7736667	Bloque Mil Seiscientos Veinticuatro	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.3528528	-99.706465	San Martin Totoltepec	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
31.6908333	-112.3046667	Colonia Vicente Guerrero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.7066667	-112.1245	Hotel Toxa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.339	-112.507	San Jose	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.9561667	-109.423	El Baltazar	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8561667	-111.4191667	Granja el Triunfo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.5731667	-111.6041667	La Reforma 1	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.7576667	-109.5501667	Santana	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
23.9441816	-103.417836	Ignacio Zaragoza	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.8942293	-100.4855225	Los Pericones (Ranchería los Pericones)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.5516667	-111.1428333	El Buho	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
23.3729386	-109.7745676	Miraflores	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
18.775278	-96.778333	San José de Abajo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.3073333	-113.2841667	Miramar	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.6048333	-111.9898333	Dolores	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.2551667	-109.7001667	La Bloquera	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.8236667	-111.4748333	La Milpita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.7728333	-109.4195	Santa Barbara	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6368333	-109.0673333	El Guasimal	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.324	-109.0208333	Las Cabanas (Pino Mosqueado I)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8915	-109.1693333	Bacahuachi	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.0588333	-108.94	Los Ocotes (El Ocote)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.8913333	-109.4096667	San Martin Chuachora	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.7312246	-98.546635	Tlaquiltepec (San Bartolomé Tlaquiltepec)	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.1585	-110.8416667	San Juanico 2	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.962222	-98.986111	San Francisco Oztutla	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.9353333	-109.438	Tetacruz	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.7861667	-109.137	Las Higueras	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.528611	-97.487222	San Miguel Mecatepec (Manantial)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.3033333	-109.4876667	Yunque Antonio Hernandez	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.807	-109.5061667	La Calera	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.7885	-110.735	Las Moras (Topo Chico)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.6568333	-108.9736667	El Guamuchil	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.3228333	-111.1061667	San Diego	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9083333	-109.608	El Jinco	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.9765	-110.4851667	La Milpa (El Uno)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.0838333	-108.7086667	El Gallo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.405	-109.9753333	El Seis Viejo (Seis El)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.5753333	-112.0865	Licenciada Rosalva Aguilar Figueroa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.576	-109.108	Granja Lucia	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.524	-114.1921667	Los Pinitos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.8127538	-89.4527715	Acanceh	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
26.8068333	-109.5033333	Los Cincuenta	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
22.5208943	-99.3235504	El Naranjo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.317	-108.8745	Mechapa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.7676667	-109.8903333	Francisco Parra	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.2763333	-110.7178333	Las Vueltas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0333333	-109.6166667	Colonia Nacozari	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.393	-110.4221667	La Cieneguita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8725	-109.8716667	Santa Julia	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.5208333	-109.9841667	Eduardo Cotri Romero (Don Yayo)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.093	-111.0898333	El Parral	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.2555	-108.8098333	El Saucito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.6535	-110.9415	Centenario	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
28.0401667	-109.9888333	El Represo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9728333	-111.0518333	Los Gallos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.5171667	-109.3928333	Pilabampo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.240833	-99.606667	El Jagüey	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
21.5570383	-102.7857177	Tlachichila	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.835833	-98.362222	Huitztipan	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.1378333	-110.8921667	SQTECH (Sanvador Quijada Jimenez)	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.4885	-110.1236667	Rancho Delfin	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.204722	-97.595556	Chumatlán	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.307	-108.9843333	El Nogalito 2	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.3338333	-109.3741667	Juriquipa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
22.9384146	-102.4863624	San Antonio del Ciprés	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
